Date,GMI_FCI
2010-11-19,1.2818678873020593
2010-11-26,0.9917617214949149
2010-12-03,0.8134762174826915
2010-12-10,1.2656979071037384
2010-12-17,1.438205454483344
2010-12-24,1.323001821725713
2010-12-31,1.4962152345147572
2011-01-07,1.6479380669146244
2011-01-14,1.6261260562629676
2011-01-21,1.7884655724199336
2011-01-28,1.7936184418820917
2011-02-04,1.8632432549541198
2011-02-11,1.9460349081829884
2011-02-18,1.8219461139630342
2011-02-25,1.7173891839834057
2011-03-04,1.7219824316561487
2011-03-11,1.6264394573948753
2011-03-18,1.3559316092828682
2011-03-25,1.519108995448978
2011-04-01,1.5362747773115488
2011-04-08,1.666730007812642
2011-04-15,1.6618880551805852
2011-04-22,1.6102862663964863
2011-04-29,1.6502960109995894
2011-05-06,1.545308632472897
2011-05-13,1.3200132986731128
2011-05-20,1.195982874448541
2011-05-27,1.0561905522862955
2011-06-03,1.0722202690860303
2011-06-10,0.9202765244754996
2011-06-17,0.6669355476072027
2011-06-24,0.5373187484811829
2011-07-01,0.6574445254534065
2011-07-08,0.8093628865074022
2011-07-15,0.6003795378468247
2011-07-22,0.7338988312379794
2011-07-29,0.8620373735884008
2011-08-05,0.29884669268479186
2011-08-12,-0.8436453146786845
2011-08-19,-0.6923190335103137
2011-08-26,-0.9009800746027101
2011-09-02,-0.7602899393279935
2011-09-09,-1.121291681481305
2011-09-16,-1.3735507429607856
2011-09-23,-1.857566427613793
2011-09-30,-2.1114527363894497
2011-10-07,-2.4894749497120285
2011-10-14,-1.641438659022465
2011-10-21,-1.3748834529022096
2011-10-28,-0.8048751176744517
2011-11-04,-1.0423459859305084
2011-11-11,-1.1589230816901446
2011-11-18,-1.345829424395788
2011-11-25,-1.8173152735555669
2011-12-02,-1.536892067865054
2011-12-09,-1.3078381173260092
2011-12-16,-1.6388929239814607
2011-12-23,-1.4896137914914636
2011-12-30,-1.4146718026744534
2012-01-06,-1.1749503999592426
2012-01-13,-1.1454601160791604
2012-01-20,-0.8804331092399377
2012-01-27,-0.5807408266814563
2012-02-03,-0.39780981346681515
2012-02-10,-0.206863039381156
2012-02-17,-0.250433642816733
2012-02-24,-0.1603598041871106
2012-03-02,-0.04785374547852725
2012-03-09,-0.22008376487047843
2012-03-16,-0.15640492370497047
2012-03-23,-0.0879319142358864
2012-03-30,-0.07531709862589858
2012-04-06,-0.09295802229295788
2012-04-13,-0.2845498824482686
2012-04-20,-0.18703391286141202
2012-04-27,-0.06185218087724115
2012-05-04,0.06269146719875482
2012-05-11,-0.13804368643872705
2012-05-18,-0.5240306270890878
2012-05-25,-0.8301187982057541
2012-06-01,-1.0577299687451647
2012-06-08,-1.1133223099901843
2012-06-15,-0.8683375096135141
2012-06-22,-0.5852780072717244
2012-06-29,-0.556288854173104
2012-07-06,-0.31112950168100667
2012-07-13,-0.38931709581598295
2012-07-20,-0.20361162108997655
2012-07-27,-0.30424454345928675
2012-08-03,0.05995942380907704
2012-08-10,0.2923326016302898
2012-08-17,0.26565673900466463
2012-08-24,0.36543926298607016
2012-08-31,0.34403325067149915
2012-09-07,0.5073885924423656
2012-09-14,1.0827830015225404
2012-09-21,1.3004721736097222
2012-09-28,0.9687318258706508
2012-10-05,1.0339891675028057
2012-10-12,1.0275785927810845
2012-10-19,1.270069434342623
2012-10-26,1.0424025709800129
2012-11-02,0.8326172337563017
2012-11-09,0.6481816604402417
2012-11-16,0.3127453246350173
2012-11-23,0.519550239616829
2012-11-30,0.7111721976850837
2012-12-07,0.8971708069532502
2012-12-14,1.1326322030251812
2012-12-21,1.2654674634454806
2012-12-28,1.04390914625754
2013-01-04,1.176325324236903
2013-01-11,1.3248630145704534
2013-01-18,1.42314193466176
2013-01-25,1.3259566232412028
2013-02-01,1.26101740452452
2013-02-08,0.9756572715910891
2013-02-15,0.8822468683108506
2013-02-22,0.710552966973901
2013-03-01,0.4412405324486503
2013-03-08,0.4307041090418368
2013-03-15,0.5886078705895103
2013-03-22,0.5515290456827605
2013-03-29,0.5414229556967207
2013-04-05,0.5054464271484985
2013-04-12,0.6543079410682803
2013-04-19,0.5886354365516444
2013-04-26,0.5907742607578267
2013-05-03,1.0294427329444213
2013-05-10,1.1133172817740296
2013-05-17,0.49564871318360115
2013-05-24,0.2237253196540877
2013-05-31,-0.09458497831373325
2013-06-07,-0.195057977688684
2013-06-14,-0.0835329717300185
2013-06-21,-0.40726082943015296
2013-06-28,-1.2369998859403513
2013-07-05,-1.1378601567187756
2013-07-12,-0.9469479271947248
2013-07-19,-0.23588454878663767
2013-07-26,0.004748781239165001
2013-08-02,-0.22476669735437027
2013-08-09,-0.17415372232868304
2013-08-16,-0.19756010105376837
2013-08-23,-0.45580230892960755
2013-08-30,-0.6895089801272761
2013-09-06,-0.5802515102594531
2013-09-13,-0.15720245351530937
2013-09-20,0.229392173223893
2013-09-27,0.14299325868985732
2013-10-04,0.03298409258743032
2013-10-11,0.16862947328328742
2013-10-18,0.5259684689873381
2013-10-25,0.7688910871289775
2013-11-01,0.6139284208395654
2013-11-08,0.3626714020621779
2013-11-15,0.2233087389239935
2013-11-22,0.45953802839443536
2013-11-29,0.4296749980833291
2013-12-06,0.4837554440852176
2013-12-13,0.7827056611868778
2013-12-20,0.6796150941068373
2013-12-27,0.7541351994991614
2014-01-03,0.6736598113588831
2014-01-10,0.517045701970238
2014-01-17,0.3806505986981815
2014-01-24,0.05858379765249144
2014-01-31,-0.35395746783440474
2014-02-07,-0.5044291212164747
2014-02-14,-0.02969225912487894
2014-02-21,0.19339011990181865
2014-02-28,0.2809594606750836
2014-03-07,0.40376655062373934
2014-03-14,0.2857632305973412
2014-03-21,0.19686268130601448
2014-03-28,0.31054451161267116
2014-04-04,0.4760899270482228
2014-04-11,0.6933243769752053
2014-04-18,0.5910407050934797
2014-04-25,0.5203924210100364
2014-05-02,0.5580511524787415
2014-05-09,0.8022513249089526
2014-05-16,0.7094557360928588
2014-05-23,0.6419344851741887
2014-05-30,0.530181323289868
2014-06-06,0.5516282999205471
2014-06-13,0.7114337738954626
2014-06-20,0.8072552793139873
2014-06-27,1.001347410933618
2014-07-04,1.1700065473101249
2014-07-11,0.9893870600577992
2014-07-18,0.6243636302932848
2014-07-25,0.4284192898697742
2014-08-01,-0.19205810719408106
2014-08-08,-0.8066872143148733
2014-08-15,-0.4591399191571532
2014-08-22,-0.28978576421448554
2014-08-29,-0.4214693213119187
2014-09-05,-0.7282856962657048
2014-09-12,-1.3446727150417253
2014-09-19,-0.5452202472187417
2014-09-26,-0.9003880875188548
2014-10-03,-1.2903954935016622
2014-10-10,-1.1977895323149796
2014-10-17,-1.4628324742116845
2014-10-24,-1.0140083388178462
2014-10-31,-0.8392733979991255
2014-11-07,-1.0454233535002313
2014-11-14,-1.0159881018596624
2014-11-21,-1.1512507705550796
2014-11-28,-1.1443710180913456
2014-12-05,-1.397493898253699
2014-12-12,-1.6516243982436833
2014-12-19,-1.6415175771201742
2014-12-26,-1.2209712545093778
2015-01-02,-1.1947398032720742
2015-01-09,-1.327928580413718
2015-01-16,-1.1934171160431715
2015-01-23,-1.16552082887261
2015-01-30,-1.1595838711575033
2015-02-06,-0.9513376931336985
2015-02-13,-0.7312651552503677
2015-02-20,-0.6148759362274392
2015-02-27,-0.5686341171983241
2015-03-06,-0.5348087407428697
2015-03-13,-0.7290793852816707
2015-03-20,-0.7462823669822454
2015-03-27,-0.6379180378430541
2015-04-03,-0.6392958732565277
2015-04-10,-0.5147673506606991
2015-04-17,-0.46072632054282064
2015-04-24,-0.3506029266518527
2015-05-01,-0.35332174972567065
2015-05-08,-0.30882965498496173
2015-05-15,-0.09331505079836296
2015-05-22,-0.241747025752996
2015-05-29,-0.4477310924158133
2015-06-05,-0.43525323243494735
2015-06-12,-0.4325389844169572
2015-06-19,-0.3015176937357053
2015-06-26,-0.1797230355484131
2015-07-03,-0.5637124522270293
2015-07-10,-0.7151309427523224
2015-07-17,-0.4779642113986357
2015-07-24,-0.6050704937058393
2015-07-31,-0.9555921341762282
2015-08-07,-0.988052774358119
2015-08-14,-1.0881152230213667
2015-08-21,-1.1654834507028848
2015-08-28,-1.4960313057405232
2015-09-04,-1.3853999536886275
2015-09-11,-1.2731429158533814
2015-09-18,-1.0083853911779137
2015-09-25,-1.0616198021409444
2015-10-02,-1.7081163416684833
2015-10-09,-1.288840004571781
2015-10-16,-0.5413149109227726
2015-10-23,-0.5931470909797757
2015-10-30,-0.9125083186698579
2015-11-06,-0.8258806117838183
2015-11-13,-0.9946141529274225
2015-11-20,-1.222141941964186
2015-11-27,-1.5159046189043643
2015-12-04,-1.430363285237424
2015-12-11,-1.5273519148733579
2015-12-18,-1.4366240905636136
